,Title,URL,Comment Count,Unique Commenters,Upvotes,Engagement Score,Years Opened,Frustration Score
15,listening to sigint don't exit nicely,https://github.com/nodejs/node/issues/18600,30,8,0,323.98238200076736,2.8939082819986313,33.19695414099932
1154,Proposal: Alternative to enabling Corepack by default,https://github.com/nodejs/node/issues/51931,31,13,1,403.82568055800266,0.6269678302532512,33.063483915126625
1,"Lexical variable declarations (`let`, `const`) unusable in repl if error thrown during declaration/first assignment",https://github.com/nodejs/node/issues/8309,27,17,12,2773.5537792641226,7.770020533880904,32.635010266940455
131,console.log failure while working with worker threads.,https://github.com/nodejs/node/issues/30491,29,9,2,655.5395474697941,3.5564681724845997,32.5282340862423
1015,Proposal: Have the ESM loader handle all entry points,https://github.com/nodejs/node/issues/50356,30,9,4,797.4789327547802,1.0431211498973305,32.271560574948666
96,There appears to be a bug with the http2 header decoding,https://github.com/nodejs/node/issues/28632,29,6,0,250.7009095127564,0.9664613278576317,31.233230663928815
571,Usage of Oilpan / V8 C++ Garbage Collector,https://github.com/nodejs/node/issues/40786,28,7,3,722.039032844067,2.7789185489390826,31.13945927446954
148,Secure memory: Yay or nay,https://github.com/nodejs/node/issues/30956,28,11,2,545.6670844899052,2.2286105407255303,30.864305270362767
86,No content length on DELETE and OPTIONS,https://github.com/nodejs/node/issues/27880,26,8,0,299.8018740613034,4.432580424366872,29.966290212183438
17,Merge streams handling code for http2 streams & net.Socket,https://github.com/nodejs/node/issues/19060,26,12,0,260.2677130707278,2.8501026694045173,29.17505133470226
64,buffer.indexOf is incorrect in utf16le encoding for odd byteOffset,https://github.com/nodejs/node/issues/26448,27,7,0,232.01856010517753,0.01642710472279261,28.758213552361397
720,'use strict' is ignored on mips64el/riscv64 when compiled with gcc 12,https://github.com/nodejs/node/issues/44126,26,8,0,237.7144132228061,1.9822039698836413,28.74110198494182
332,WebAssembly compiled module cache,https://github.com/nodejs/node/issues/36671,25,10,9,1473.055712252412,3.789185489390828,28.644592744695416
1231,remove the warning about performance hit in --experimental-detect-module,https://github.com/nodejs/node/issues/52803,26,6,0,206.11775741603427,0.5722108145106092,28.036105407255306
691,Node incorrectly throws `ERR_UNHANDLED_REJECTION` on error caught in `Promise.catch`,https://github.com/nodejs/node/issues/43326,25,10,0,235.56206554175898,2.4476386036960984,27.97381930184805
987,"`Promise.resolve('import(""node:fs"")').then(eval)` throws `TypeError: Invalid host defined options`",https://github.com/nodejs/node/issues/49726,26,7,0,214.32490285641313,0.06297056810403832,27.781485284052017
1005,createWriteStream has problems in a CIFS mount path with node 20.x.x and node 18.18.0,https://github.com/nodejs/node/issues/50061,26,5,0,217.57350204861933,0.030116358658453114,27.765058179329227
764,feat: Implement a way to expose static files from a directory (similar to Python SimpleHttpServer),https://github.com/nodejs/node/issues/45079,25,13,0,223.39551950360922,1.9520876112251881,27.726043805612594
240,Undeprecate _stream_wrap,https://github.com/nodejs/node/issues/34296,25,7,0,211.13623023596315,1.4428473648186173,27.47142368240931
655,[http.IncomingMessage] `req.toWeb()`,https://github.com/nodejs/node/issues/42529,24,10,32,3869.5849324080214,2.7104722792607805,27.10523613963039
1054,Improve DX of importing ESM-compiled-to-CJS from native ESM,https://github.com/nodejs/node/issues/50981,25,12,0,195.3998423072222,0.6598220396988365,27.07991101984942
1187,Redesign of the Node.js API Docs,https://github.com/nodejs/node/issues/52343,25,10,19,2048.655353313709,0.6379192334017796,27.06895961670089
290,`vm.compileFunction(source)` is much slower than `new vm.Script(source)`,https://github.com/nodejs/node/issues/35375,22,9,19,2374.534641384362,4.05201916495551,25.776009582477755
1250,Bare specifiers definition.,https://github.com/nodejs/node/issues/53022,24,3,0,196.1490539641609,0.0027378507871321013,25.751368925393567
356,Userland transferable/cloneable objects,https://github.com/nodejs/node/issues/37080,22,9,7,992.7864829126921,3.7645448323066395,25.63227241615332
250,Remove restriction on '/' prefixes,https://github.com/nodejs/node/issues/49449,22,3,0,207.0130677902503,3.0718685831622174,25.285934291581107
477,doc: mark String decoder as legacy,https://github.com/nodejs/node/issues/39301,22,6,3,515.3496905310697,3.028062970568104,25.26403148528405
1014,npm spining in recvfrom() when run on s390x via qemu,https://github.com/nodejs/node/issues/50339,23,6,0,174.25097777748385,0.7939767282683093,25.146988364134156
0,vm: references to context inside objects are not === the original context,https://github.com/nodejs/node/issues/855,21,10,0,223.70357869911015,4.783025325119781,25.14151266255989
501,IBM i test failures (`read ECONNRESET`),https://github.com/nodejs/node/issues/39683,23,7,0,174.0070439838757,0.7775496235455168,25.13877481177276
1081,node:test APIs returning Promises clashes with no-floating-promises lint rule,https://github.com/nodejs/node/issues/51292,23,10,13,1286.0117320633074,0.5694729637234771,25.03473648186174
1035,Corrupted file read/write,https://github.com/nodejs/node/issues/50717,23,5,1,260.69699834066756,0.15331964407939766,24.826659822039698
1425,Internal node assertion caused by js copy mechanism,https://github.com/nodejs/node/issues/55302,23,8,0,179.57377539833388,0.04654346338124572,24.773271731690624
988,Global setup file for native node test runner,https://github.com/nodejs/node/issues/49732,22,12,17,1608.8629357088535,1.1800136892539357,24.340006844626966
1199,HTTP 449 error sending request from node version 17 and above,https://github.com/nodejs/node/issues/52449,22,6,0,159.6029542837841,0.4216290212183436,23.960814510609172
493,ReadableStream internal state,https://github.com/nodejs/node/issues/39627,22,6,0,161.11979166615174,0.2108145106091718,23.855407255304584
1381,Expose `setMaxListeners` property on `AbortSignal`,https://github.com/nodejs/node/issues/54758,22,8,0,161.66520129237813,0.1861738535249829,23.843086926762492
665,Investigate flaky test-http-server-request-timeout-keepalive,https://github.com/nodejs/node/issues/42741,21,7,0,176.17463648993393,2.1738535249828885,23.836926762491444
1485,Expose an `id` for concurrent test runners (like `JEST_WORKER_ID`),https://github.com/nodejs/node/issues/55842,22,6,1,251.37203621412903,0.05201916495550993,23.776009582477755
311,[Proposal] Deprecate --without-intl compilation flag,https://github.com/nodejs/node/issues/35942,21,11,0,156.39164272954736,1.0869267624914443,23.293463381245722
997,sequential.test-watch-mode-inspect seems flaky,https://github.com/nodejs/node/issues/49933,21,6,0,154.2359002725387,0.9500342231348392,23.22501711156742
551,Openssl 3 with NODE_EXTRA_CA_CERTS slows down node.js v17 startup,https://github.com/nodejs/node/issues/40524,21,4,1,228.97481002981274,0.840520191649555,23.170260095824776
1101,"""Fatal error, unreachable code"" seen intermittently on v20.10.0",https://github.com/nodejs/node/issues/51555,21,9,14,1208.8283577766779,0.7200547570157426,23.110027378507873
464,Writable does not check if stream has been destroyed during _final and _write,https://github.com/nodejs/node/issues/39030,20,12,1,247.4179855276325,2.242299794661191,22.871149897330596
440,Stream finished does not always work with http incoming message,https://github.com/nodejs/node/issues/38657,21,8,0,149.76981245885239,0.24093086926762491,22.87046543463381
1010,HTTP Server close is taking up to 5 seconds in node 18,https://github.com/nodejs/node/issues/50188,21,4,3,400.6254000666732,0.0054757015742642025,22.75273785078713
1148,"`""packageManager""` field doesn’t support npm",https://github.com/nodejs/node/issues/51888,21,6,5,561.9094574533192,0.0027378507871321013,22.751368925393567
239,Graceful close for HTTP2 sessions,https://github.com/nodejs/node/issues/34265,19,8,4,534.7693769386361,3.8412046543463383,22.67060232717317
66,Debug worker_threads,https://github.com/nodejs/node/issues/26609,18,9,47,4628.592916092491,5.634496919917864,22.567248459958932
12,Debugger crashes with assertion failure while using Chrome DevTools and remote debug,https://github.com/nodejs/node/issues/17259,19,16,7,772.7039936473992,3.4223134839151266,22.461156741957563
546,16.11.1 cant build and execute on FreeBSD 13,https://github.com/nodejs/node/issues/40467,19,12,1,252.43022244922207,3.2060232717316905,22.353011635865844
577,implement URLPattern,https://github.com/nodejs/node/issues/40844,19,14,23,2081.766835699037,3.0965092402464065,22.298254620123203
921,"cluster.worker.on('message', (msg) => ...) fails to register a callback if ESM file extensions is used",https://github.com/nodejs/node/issues/48578,20,5,0,143.5056656823557,0.9609856262833676,22.230492813141684
927,Ghost-based benchmark have worse performance on node v20.3.0/v20.3.1,https://github.com/nodejs/node/issues/48654,20,4,0,142.67132561113746,0.9007529089664613,22.20037645448323
782,Proposal: Replacing ICU with ztd.text or encoding_rs,https://github.com/nodejs/node/issues/45389,20,8,3,353.9137149187736,0.8158795345653662,22.157939767282684
963,"writableStream.destroy() closes the underlying file even when stream is created with {autoClose: false, emitClose: false}",https://github.com/nodejs/node/issues/49241,20,6,0,141.2622927768852,0.7912388774811773,22.14561943874059
1177,"Node.js is showing error ""node: /lib64/libm.so.6: version `GLIBC_2.27' not found (required by node)""",https://github.com/nodejs/node/issues/52241,20,15,0,140.90415148319377,0.7611225188227242,22.130561259411362
120,The differences between http2 compatibility API and http[s],https://github.com/nodejs/node/issues/29829,18,7,19,1840.3352307879613,4.618754277891855,22.059377138945926
1045,`--conditions xxx` cannot pass into `worker_thread`,https://github.com/nodejs/node/issues/50885,20,6,1,208.04722927771152,0.5174537987679672,22.008726899383984
283,It's possible to push data to a Readable in mid-destroy state,https://github.com/nodejs/node/issues/35303,20,5,0,139.6094196914823,0.2135523613963039,21.85677618069815
398,`fs.closeSync` and `fs.close` crash node process when `fd` is a random integer,https://github.com/nodejs/node/issues/37874,20,6,0,142.16831435920392,0.11498973305954825,21.807494866529773
982,Downgrade to npm v9.6.4 or v9.6.5 to avoid potential licensing issues,https://github.com/nodejs/node/issues/49625,20,11,1,221.17208871649083,0.02190280629705681,21.76095140314853
375,What should we do with unknown import assertions?,https://github.com/nodejs/node/issues/37474,20,5,0,149.49842808396147,0.0,21.75
490,[DNS] TLSA records [HTTPS] DANE request,https://github.com/nodejs/node/issues/39569,18,9,1,236.36804758196922,3.370294318959617,21.435147159479808
60,`readable` event not emitted after `net.Socket` reconnects,https://github.com/nodejs/node/issues/25969,19,5,0,136.68645408502806,1.2320328542094456,21.36601642710472
673,AES-256-CBC-HMAC-SHA256 and similar ciphers are not recognized as authenticated ciphers,https://github.com/nodejs/node/issues/43040,19,5,0,136.64594533324419,1.2292950034223136,21.364647501711158
30,Creating a branch of the Docs using RunKit,https://github.com/nodejs/node/issues/21723,18,9,0,153.3662403529952,3.082819986310746,21.291409993155373
1219,Tracking issue: require(esm),https://github.com/nodejs/node/issues/52697,19,8,6,516.8054197742742,0.6297056810403833,21.064852840520192
294,url.pathToFileURL should not dedup '/' in path,https://github.com/nodejs/node/issues/35507,19,4,0,129.1335720555817,0.621492128678987,21.060746064339494
137,buffer: implement pooling mechanism for Buffer.allocUnsafe,https://github.com/nodejs/node/issues/30683,17,4,6,639.8728255217385,4.547570157426421,21.02378507871321
1050,ESM Hook deadlocks since 21.2.0 a3e09b3,https://github.com/nodejs/node/issues/50948,19,4,0,128.25121636249216,0.4791238877481177,20.989561943874058
650,Node 16.14.2 highWaterMark:0 doesn't handle backpressure,https://github.com/nodejs/node/issues/42457,19,6,0,128.57495377917974,0.27104722792607805,20.885523613963038
468,Future of streams,https://github.com/nodejs/node/issues/39093,19,9,6,515.3080859121546,0.2464065708418891,20.873203285420946
1191,[Bug] Re-imports in ESM are 20-25 times slower than re-requires in CommonJS,https://github.com/nodejs/node/issues/52369,19,5,0,134.66219904146863,0.049281314168377825,20.774640657084188
451,HTTP2 `res.writableFinished` without calling `.end()`,https://github.com/nodejs/node/issues/38916,18,11,0,137.83379126873444,2.0424366872005475,20.771218343600275
819,AsyncLocalStorage without Async Hooks,https://github.com/nodejs/node/issues/46265,19,9,25,1846.0391229359454,0.019164955509924708,20.75958247775496
879,Loaders that use childProcess.fork lead to endless recursion of processes,https://github.com/nodejs/node/issues/47615,19,10,5,482.68963770074987,0.0054757015742642025,20.75273785078713
147,fs async functions (both callback and promises APIs) return Errors without stack trace,https://github.com/nodejs/node/issues/30944,17,9,27,2208.808345218477,3.9534565366187544,20.726728268309376
757,Investigate flaky test-watch-mode (no. 3),https://github.com/nodejs/node/issues/44898,18,10,0,134.35881672162236,1.809719370294319,20.65485968514716
850,Missing import trace from error stack when loading a module throws an error,https://github.com/nodejs/node/issues/46992,18,8,8,664.2921487178353,1.7084188911704312,20.604209445585216
940,Conditional unhandled 'error' event when http.request with `.lookup`,https://github.com/nodejs/node/issues/48771,18,8,0,126.75389074099886,1.2840520191649556,20.392026009582477
861,Process does not exit after https request with keepAlive enabled (now default in Node 19),https://github.com/nodejs/node/issues/47228,18,8,3,308.34391880610684,1.0266940451745379,20.26334702258727
601,async_hooks: AsyncLocalStorage losing context,https://github.com/nodejs/node/issues/41285,17,10,14,1099.644120264366,2.839151266255989,20.169575633127995
102,Contexts created with vm.createContext() do not define the URL() constructor,https://github.com/nodejs/node/issues/28823,16,8,5,520.7053118075851,4.783025325119781,20.14151266255989
455,Memory allocation problem after upgrade from version 14.16.1 to 14.17.0,https://github.com/nodejs/node/issues/38957,18,8,2,237.10196454310847,0.5420944558521561,20.02104722792608
246,Improve documentation on Dual Module Packages,https://github.com/nodejs/node/issues/34515,17,5,4,397.1729262729506,2.4695414099931554,19.984770704996578
236,stream: Readable batched iteration,https://github.com/nodejs/node/issues/34207,18,6,3,295.30399946159105,0.4243668720054757,19.96218343600274
704,Code review improvements,https://github.com/nodejs/node/issues/43584,18,14,0,118.60572049280304,0.2655715263518138,19.882785763175907
41,N-API: Need SharedArrayBuffer api,https://github.com/nodejs/node/issues/23276,15,9,2,298.92917457476216,6.217659137577002,19.8588295687885
523,Package.json `exports` field: Differentiate between `./*` and `./*/`,https://github.com/nodejs/node/issues/39994,18,4,3,317.35109161770606,0.008213552361396304,19.7541067761807
1249,`import-in-the-middle` causes exception when creating `ERR_MODULE_NOT_FOUND` message,https://github.com/nodejs/node/issues/52987,18,5,5,446.7539846953894,0.0,19.75
965,Structured log package in node core,https://github.com/nodejs/node/issues/49296,17,9,5,405.97371858697267,1.2566735112936345,19.378336755646817
393,child_process 'spawn' event is emitted too soon,https://github.com/nodejs/node/issues/37782,17,5,0,115.07002463390803,1.1827515400410678,19.341375770020534
69,/etc/localtime symlink handling,https://github.com/nodejs/node/issues/26880,16,8,0,128.05531807242917,3.0444900752908968,19.272245037645447
243,addons/register-signal-handler/test and abort/test-addon-register-signal-handler failed,https://github.com/nodejs/node/issues/34410,17,3,0,109.63209780507437,0.6680355920602327,19.084017796030118
186,Piping `process.stdin` to `child.stdin` leaves behind an open handle,https://github.com/nodejs/node/issues/32291,16,8,7,554.9404254073651,2.6639288158795345,19.08196440793977
836,requestTimeout and long running uploads,https://github.com/nodejs/node/issues/46574,17,8,0,109.30940899786292,0.6242299794661191,19.06211498973306
1313,"skipFiles does not suppress ""uncaught"" exceptions in web streams",https://github.com/nodejs/node/issues/53789,17,4,0,108.47022257129561,0.3394934976043806,18.91974674880219
1330,filehandle.readableWebStream() chunks return incompatible `ArrayBuffer` instead of `Uint8Array`,https://github.com/nodejs/node/issues/54041,17,5,0,108.72125202888071,0.28473648186173856,18.892368240930868
1314,CONOUT$ no longer available for Node 22?,https://github.com/nodejs/node/issues/54161,17,6,0,110.95896101064497,0.13141683778234087,18.81570841889117
1325,DNS Lookups Failing After Updating to Latest Node 20 and 18 for IBM i,https://github.com/nodejs/node/issues/53948,17,7,0,112.41366723487138,0.08487337440109514,18.79243668720055
867,memory leak in shadow realms,https://github.com/nodejs/node/issues/47353,17,4,0,113.96951047426992,0.049281314168377825,18.774640657084188
1434,`Buffer.concat` and `Buffer.copy` silently produce invalid results when the operation involves indices equal or greater than 2^32,https://github.com/nodejs/node/issues/55422,17,5,0,116.10988005817671,0.013689253935660506,18.75684462696783
827,AsyncResource constructor arguments,https://github.com/nodejs/node/issues/46369,17,3,4,351.46838802394893,0.0,18.75
207,http: Reduce API surface,https://github.com/nodejs/node/issues/33118,16,5,4,327.6776533475469,1.5359342915811087,18.517967145790553
877,Being able to do `import(blobUrls)`,https://github.com/nodejs/node/issues/47573,16,6,11,706.9476086630174,1.4976043805612593,18.498802190280628
575,stream.compose documentation could be better,https://github.com/nodejs/node/issues/40812,16,3,0,107.35083504397265,1.379876796714579,18.439938398357288
103,proposal: new release blog,https://github.com/nodejs/node/issues/28868,16,9,22,1266.023559331003,1.2210814510609171,18.36054072553046
671,Auto closing old stale PRs,https://github.com/nodejs/node/issues/42981,16,8,5,363.92229221957257,1.0841889117043122,18.292094455852155
442,`import.meta.url` is undefined when using stdin such as `... | node --input-type=module -` ,https://github.com/nodejs/node/issues/38714,16,8,0,101.44404637399099,0.8323066392881588,18.166153319644078
809,"Uncaught exception in socket code: ""Cannot read properties of null (reading 'finishWrite')""",https://github.com/nodejs/node/issues/46094,16,3,0,99.96954005032232,0.648870636550308,18.074435318275153
1222,Allow bailing early when test fails,https://github.com/nodejs/node/issues/52717,16,5,4,299.68901168474827,0.6379192334017796,18.06895961670089
701,Investigate flaky test-http-server-request-timeouts-mixed,https://github.com/nodejs/node/issues/43465,15,9,0,108.16701056241618,2.3326488706365502,17.916324435318273
1253,"Node 22 node-gyp build fails ""Text file busy""",https://github.com/nodejs/node/issues/53051,16,14,5,347.4474121579312,0.28473648186173856,17.892368240930868
460,Change in node v14.17.0 broke the mtimeMs comparison for source/target files in gulp-changed,https://github.com/nodejs/node/issues/38981,16,5,0,100.58317778981608,0.16700889801505817,17.833504449007528
1265,TypeError: Missing internal module 'node:crypto',https://github.com/nodejs/node/issues/53163,16,6,0,102.54944802875612,0.08761122518822724,17.793805612594113
837,Confused setTimout behaviour in NodeJS,https://github.com/nodejs/node/issues/46596,16,8,0,104.73813762121067,0.03559206023271732,17.767796030116358
1418,`assert.deepEqual()` report difference between promises during `test`,https://github.com/nodejs/node/issues/55198,16,7,0,104.88369764005745,0.03285420944558522,17.766427104722794
541,Cannot build arm64 arch on macOS / M1 host,https://github.com/nodejs/node/issues/40302,16,5,0,106.57356748495214,0.0054757015742642025,17.75273785078713
1320,Means to detect if the current code is run via `--import` ,https://github.com/nodejs/node/issues/53882,16,6,0,106.7700212759636,0.0027378507871321013,17.751368925393567
322,Add a `resume-ci` label to issues?,https://github.com/nodejs/node/issues/40817,15,7,1,150.31634719775752,1.6317590691307324,17.565879534565365
330,"doc: Clarify what <string> means in path option of fs.readFile, fs.readFileSync etc. ",https://github.com/nodejs/node/issues/36585,14,6,0,107.86984189035996,3.34839151266256,17.42419575633128
49,node inspect crashes when tab-completing with a require,https://github.com/nodejs/node/issues/41793,14,4,0,106.46922638403262,3.2087611225188226,17.35438056125941
937,Test Runner add support for retries,https://github.com/nodejs/node/issues/48754,15,7,2,186.77383440924672,0.9801505817932923,17.240075290896645
258,"""Support"" static import in repl",https://github.com/nodejs/node/issues/34750,15,7,0,92.35950496722876,0.865160848733744,17.182580424366872
830,`include/node/openssl/archs/` has ~50MB of (I hope?) unused headers,https://github.com/nodejs/node/issues/46451,15,9,0,91.70957655201775,0.785763175906913,17.142881587953458
517,Referenced Object never be recycled even if napi_delete_reference called,https://github.com/nodejs/node/issues/39915,14,3,0,100.54327081619948,2.625598904859685,17.062799452429843
170,vm: Function declarations should use [[Define]] instead of [[Set]] on the global object,https://github.com/nodejs/node/issues/31808,13,5,0,107.41366104497261,4.59958932238193,17.049794661190965
402,Conditional exports doesn't respect alternative paths,https://github.com/nodejs/node/issues/37928,14,7,5,347.9681887010683,2.516084873374401,17.0080424366872
355,FIPS 140-2 compliancy using existing certified libraries,https://github.com/nodejs/node/issues/37072,14,6,0,97.47626323086597,2.327173169062286,16.913586584531142
627,AsyncLocalStorage instance shared between several http requests,https://github.com/nodejs/node/issues/41978,14,8,1,145.49545761348648,2.2806297056810405,16.890314852840522
142,repl / eval: CommonJS globals leak into ESM modules,https://github.com/nodejs/node/issues/30842,15,6,0,90.24496650099839,0.26283367556468173,16.88141683778234
1256,Support load balancing HTTP requests across worker threads,https://github.com/nodejs/node/issues/53074,15,8,3,225.8114077870004,0.2518822724161533,16.875941136208077
1068,Inconsistent behavior of nextTick and queueMicrotask,https://github.com/nodejs/node/issues/51156,15,5,0,93.52764953329088,0.07392197125256673,16.786960985626283
1106,Indirectly static import cjs with error will cause an uncaughtException,https://github.com/nodejs/node/issues/51603,15,5,0,93.52764953329088,0.07392197125256673,16.786960985626283
1455,Buffer is not transferable in Node 21/22,https://github.com/nodejs/node/issues/55593,15,7,1,140.2914742999363,0.07392197125256673,16.786960985626283
1391,`test-async-context-frame` is flaky,https://github.com/nodejs/node/issues/54808,15,6,0,94.02159637741397,0.06023271731690623,16.780116358658454
325,Cannot set a breakpoint on some modules,https://github.com/nodejs/node/issues/36403,15,6,0,95.48082589364137,0.02737850787132101,16.76368925393566
840,Using `for await...of` with `break` to read from a stream,https://github.com/nodejs/node/issues/46717,15,7,0,95.92098269916549,0.019164955509924708,16.75958247775496
1342,--env-file does not support inner quotes (does not behave like dotenv),https://github.com/nodejs/node/issues/54134,15,4,0,96.23491852157662,0.013689253935660506,16.75684462696783
